127.0.0.1 - - [30/Apr/2025:11:06:58 +0530] "GET / HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:25:11 +0530] "GET /Mjbc04/viewkey.jsp HTTP/1.1" 200 3271
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:25:12 +0530] "GET /Mjbc04/download.jsp?Fid=datastore&&skey=7480787488488128 HTTP/1.1" 200 508
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:25:34 +0530] "GET /Mjbc04/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:25:34 +0530] "GET /Mjbc04/login.jsp HTTP/1.1" 200 4169
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:25:41 +0530] "POST /Mjbc04/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:25:41 +0530] "GET /Mjbc04/dashboard.jsp HTTP/1.1" 200 3080
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:25:43 +0530] "GET /Mjbc04/upload.jsp HTTP/1.1" 200 3467
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:26:01 +0530] "POST /Mjbc04/UploadServlet HTTP/1.1" 200 3546
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:26:02 +0530] "GET /Mjbc04/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:26:02 +0530] "GET /Mjbc04/login.jsp HTTP/1.1" 200 4169
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:26:09 +0530] "POST /Mjbc04/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:26:09 +0530] "GET /Mjbc04/dashboard.jsp HTTP/1.1" 200 3080
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:26:11 +0530] "GET /Mjbc04/Search.jsp HTTP/1.1" 200 4073
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:26:14 +0530] "POST /Mjbc04/search HTTP/1.1" 200 2543
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:26:21 +0530] "POST /Mjbc04/search HTTP/1.1" 200 2543
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:26:24 +0530] "POST /Mjbc04/search HTTP/1.1" 200 2543
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:26:26 +0530] "POST /Mjbc04/search HTTP/1.1" 200 2543
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:26:28 +0530] "GET /Mjbc04/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:26:28 +0530] "GET /Mjbc04/login.jsp HTTP/1.1" 200 4169
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:26:36 +0530] "POST /Mjbc04/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:26:36 +0530] "GET /Mjbc04/dashboard.jsp HTTP/1.1" 200 3080
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:26:38 +0530] "GET /Mjbc04/upload.jsp HTTP/1.1" 200 3467
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:27:15 +0530] "POST /Mjbc04/UploadServlet HTTP/1.1" 200 3546
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:27:48 +0530] "POST /Mjbc04/UploadServlet HTTP/1.1" 200 3546
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:27:56 +0530] "POST /Mjbc04/UploadServlet HTTP/1.1" 200 3546
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:27:57 +0530] "GET /Mjbc04/logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:27:57 +0530] "GET /Mjbc04/login.jsp HTTP/1.1" 200 4169
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:28:08 +0530] "POST /Mjbc04/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:28:08 +0530] "GET /Mjbc04/dashboard.jsp HTTP/1.1" 200 3080
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:28:10 +0530] "GET /Mjbc04/Search.jsp HTTP/1.1" 200 4073
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:28:12 +0530] "POST /Mjbc04/search HTTP/1.1" 200 2543
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:28:18 +0530] "POST /Mjbc04/search HTTP/1.1" 200 2959
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:28:25 +0530] "POST /Mjbc04/search HTTP/1.1" 200 2543
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:28:31 +0530] "POST /Mjbc04/search HTTP/1.1" 200 2959
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:28:34 +0530] "GET /Mjbc04/upload.jsp HTTP/1.1" 200 3467
0:0:0:0:0:0:0:1 - - [30/Apr/2025:11:28:43 +0530] "POST /Mjbc04/UploadServlet HTTP/1.1" 200 3546
